dateTime_Round,chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,depthDiff_m,verticalPositionDiff_m
2019-06-04T15:36:06Z,4.38,0.016,177.55,14.325,144.2,0.11,238.05,1,155,3.065,9.05,26.2805,0.0165,NA,NA,NA,2019-06-04,2019-06-04T15:36:06Z,092,0.0015310288513881328,981.8666666666667,0.018000000000000002,0.02283333333333333
2019-06-04T15:36:09Z,4.5600000000000005,0.034,177.46666666666667,14.316666666666666,144.23333333333332,0.11,237.9,1.02,155,3.1266666666666665,9.05,26.281,0.03933333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:36:09Z,092,0.0032661948829613503,981.8666666666667,0.05133333333333333,0.05733333333333333
2019-06-04T15:36:12Z,4.676666666666667,0.08533333333333333,177.6,14.33,144.3,0.11,237.93333333333334,1.07,155,3.216666666666667,9.05,26.281000000000002,0.09666666666666666,NA,NA,NA,2019-06-04,2019-06-04T15:36:12Z,092,0.008233532934131737,981.8666666666667,0.08933333333333333,0.079
2019-06-04T15:36:15Z,5.45,0.17466666666666666,177.46666666666667,14.32,144.36666666666667,0.11,238,1.2033333333333334,155,3.0100000000000002,9.05,26.263333333333332,0.17566666666666667,NA,NA,NA,2019-06-04,2019-06-04T15:36:15Z,092,0.016852658319724188,981.7777777777778,0.04533333333333334,0.05966666666666667
2019-06-04T15:36:18Z,5.843333333333334,0.22,177.53333333333333,14.326666666666666,144.4,0.11,238,1.22,155,3.0900000000000003,9.05,26.273333333333333,0.23533333333333334,NA,NA,NA,2019-06-04,2019-06-04T15:36:18Z,092,0.02125294864815823,981.7777777777777,0.12366666666666667,0.12966666666666665
2019-06-04T15:36:21Z,6.703333333333333,0.3436666666666667,177.46666666666667,14.323333333333334,144.53333333333333,0.11,238,1.42,155,3.3433333333333333,9.05,26.246666666666666,0.365,NA,NA,NA,2019-06-04,2019-06-04T15:36:21Z,092,0.03313826891671203,981.8666666666667,0.20899999999999996,0.20766666666666667
2019-06-04T15:36:24Z,9.62,0.5526666666666666,177.06666666666666,14.33,144.76666666666668,0.11,238.23333333333335,1.73,155,3.6366666666666667,9.04,26.088,0.5726666666666667,NA,NA,NA,2019-06-04,2019-06-04T15:36:24Z,092,0.053302485937216475,981.8666666666667,0.18766666666666676,0.19566666666666666
2019-06-04T15:36:27Z,10.9,0.7403333333333334,175.46666666666667,14.263333333333334,144.86666666666667,0.11,238.4,1.83,155,3.9566666666666666,9.036666666666665,25.821,0.7683333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:36:27Z,092,0.07144801306477953,981.7777777777777,0.15499999999999992,0.131
2019-06-04T15:36:30Z,10.253333333333334,0.8953333333333333,175.1,14.27,144.96666666666667,0.11,238.16666666666666,1.6833333333333333,155,3.6033333333333335,9.03,25.714000000000002,0.8993333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:36:30Z,092,0.0863953910361096,981.8222222222222,0.055333333333333345,0.06000000000000005
2019-06-04T15:36:33Z,9.826666666666666,0.9506666666666667,174.73333333333332,14.24,145.03333333333333,0.11,238.36666666666667,1.5866666666666667,155,3.59,9.03,25.695333333333334,0.9593333333333334,NA,NA,NA,2019-06-04,2019-06-04T15:36:33Z,092,0.09172563962983125,981.8222222222222,0.07999999999999996,0.08099999999999996
2019-06-04T15:36:36Z,9.576666666666666,1.0306666666666666,174.16666666666666,14.206666666666667,145.13333333333333,0.11,238.2,1.57,155,3.4899999999999998,9.023333333333333,25.690333333333335,1.0403333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:36:36Z,092,0.09943748865904554,981.7777777777777,0.07266666666666666,0.07099999999999995
2019-06-04T15:36:39Z,8.553333333333333,1.1033333333333333,173.86666666666667,14.19,145.26666666666668,0.11,238.26666666666668,1.5,155,3.4466666666666668,9.02,25.656,1.1113333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:36:39Z,092,0.10646888042097623,981.7333333333332,0.07899999999999996,0.08033333333333337
2019-06-04T15:36:42Z,9.106666666666667,1.1823333333333332,173.6,14.166666666666666,145.46666666666667,0.11,238.13333333333333,1.4966666666666666,155,3.3233333333333333,9.02,25.662333333333333,1.1916666666666667,NA,NA,NA,2019-06-04,2019-06-04T15:36:42Z,092,0.11404463799673381,981.7777777777778,0.07133333333333347,0.06666666666666665
2019-06-04T15:36:45Z,8.586666666666666,1.2536666666666667,173.6,14.166666666666666,145.66666666666666,0.11,238.16666666666666,1.4533333333333334,155,3.2866666666666666,9.02,25.648,1.2583333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:36:45Z,092,0.12091725639629831,981.8222222222222,0.038000000000000034,0.03433333333333333
2019-06-04T15:36:51Z,7.14,1.2996666666666667,173.13333333333333,14.133333333333333,145.96666666666667,0.11,238.26666666666668,1.26,155,3.2733333333333334,9.01,25.639,1.3103333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:36:51Z,092,0.12538559245146072,981.7333333333332,0.09266666666666667,0.08966666666666656
2019-06-04T15:36:54Z,7.026666666666666,1.3923333333333334,172.93333333333334,14.12,146.06666666666666,0.11,238.03333333333333,1.26,155,2.973333333333333,9.01,25.630666666666666,1.4,NA,NA,NA,2019-06-04,2019-06-04T15:36:54Z,092,0.13432226456178553,981.7777777777777,0.05133333333333323,0.04833333333333356
2019-06-04T15:36:57Z,7.1,1.4436666666666667,173,14.123333333333333,146.23333333333332,0.11,238.1,1.28,155,3.3866666666666667,9.01,25.627,1.4483333333333335,NA,NA,NA,2019-06-04,2019-06-04T15:36:57Z,092,0.13928960261295592,981.8666666666667,0.04833333333333334,0.04699999999999993
2019-06-04T15:37:00Z,7.16,1.492,172.86666666666667,14.116666666666665,146.36666666666667,0.11,238.1,1.23,155,3.2133333333333334,9.01,25.627333333333333,1.4953333333333334,NA,NA,NA,2019-06-04,2019-06-04T15:37:00Z,092,0.14391671203048448,981.8222222222222,0.02499999999999991,0.032333333333333325
2019-06-04T15:37:03Z,7.523333333333333,1.517,172.7,14.1,146.53333333333333,0.11,238.03333333333333,1.24,155,3,9.01,25.631333333333334,1.5276666666666667,NA,NA,NA,2019-06-04,2019-06-04T15:37:03Z,092,0.1463663581927055,981.6888888888889,0.0950000000000002,0.09466666666666645
